TermId;Term;P - Exact Match;R - Exact Match;F - Exact Match;P - Decision Trees;R - Decision Trees;F-Decision Trees;P-Naïve Bayes;R-Naïve Bayes;F-Naïve Bayes;P - MaxEnt;R-MaxEnt;F-MaxEnt;UMLS
1941;Breast Diseases;0,716510903;0,047961631;0,089905209;0,988940709;0,831043942;0,903133259;0,812395674;0,979732937;0,88823856;0,994775041;0,875365298;0,930611823;1
1943;Breast Neoplasms;0,373219373;0,0131;0,025311564;0,972825522;0,823669255;0,892047575;0,818232438;0,97633502;0,890310834;0,997299178;0,949486667;0,972606193;1
1946;Breech Presentation;0,707991038;0,451213708;0,551162791;0,981704291;0,861971982;0,917902155;0,853711131;0,994798774;0,918802197;0,994102025;0,889033014;0,93700793;1
1948;Brenner Tumor;0,890510949;0,462998102;0,609238452;0,987627475;0,940864528;0,963629807;0,749420255;0,99893605;0,856148933;0,994444444;0,867948234;0,925139573;1
1980;Bronchi;0,223154019;0,1091;0,146551145;0,980674987;0,648763785;0,780675647;0,857615647;0,984755601;0,91679202;0,998424;0,923085833;0,958789591;1
1981;Bronchial Arteries;0,737819026;0,220527046;0,3395622;0,973315922;0,866557545;0,916743225;0,742177155;0,994890569;0,850108898;0,999636858;0,864162835;0,923777274;1
1982;Bronchial Diseases;0,544217687;0,012079118;0,023633678;0,732048884;0,916472743;0,812857148;0,765995643;0,971661657;0,856641468;0,997490657;0,800784648;0,886904151;1
1983;Bronchial Fistula;0,781584582;0,122854258;0,212332752;0,993886211;0,766813028;0,865674446;0,745125995;0,997307269;0,852940448;0,997207459;0,872472935;0,929074775;1
1984;Bronchial Neoplasms;0,775;0,006349206;0,012595226;0,843373003;0,82202557;0,816488981;0,798859645;0,963231924;0,873366951;0,998269879;0,834893519;0,907657688;1
1986;Bronchial Spasm;0,791366906;0,028365137;0,054767239;0,994155728;0,660594567;0,793731024;0,783621686;0,980889522;0,871193887;0,99844826;0,869281294;0,928439175;1
1987;Bronchiectasis;0,699538499;0,504731861;0,586378907;0,950968717;0,701083171;0,800207112;0,786352382;0,979027559;0,872133434;0,997711418;0,831766954;0,905755831;1
1988;Bronchiolitis;0,241348909;0,642982971;0,350961538;0,972065444;0,887213642;0,927621475;0,922312659;0,968169777;0,944615622;0,986245096;0,829368249;0,899011463;1
1989;Bronchiolitis Obliterans;0,652610442;0,589480048;0,619440915;0,971082065;0,935350625;0,952855651;0,951424279;0,948692501;0,949974548;0,993020919;0,869594682;0,924847067;1
1990;Bronchiolitis, Viral;0,5;0,000908265;0,001813237;0,985063628;0,807409468;0,887366997;0,750697795;0,996775128;0,856297313;0,997747547;0,866952498;0,926665117;1
1992;Bronchoalveolar Lavage Fluid;0,555555556;0,233;0,328307736;0,978664405;0,902579437;0,939078818;0,966854604;0,917338591;0,941439266;0,995263536;0,977791667;0,986356901;1
1994;Bronchogenic Cyst;0,691780822;0,653298836;0,671989355;0,986918393;0,90506824;0,944166262;0,780668008;0,996594014;0,875106293;0,977533394;0,883876124;0,926453345;1
1996;Bronchopneumonia;0,419238683;0,228547392;0,295825771;0,766044583;0,895976614;0,82590438;0,745831193;0,93147618;0,82836576;0,999903624;0,813968234;0,896626259;1
1997;Bronchopulmonary Dysplasia;0,680561122;0,712846348;0,696329711;0,967933319;0,932329534;0,949771269;0,956874797;0,928894372;0,94264117;0,995374693;0,884496657;0,935861568;1
1998;Bronchopulmonary Sequestration;0,92481203;0,085654596;0,156787763;0,979154494;0,90622047;0,941213965;0,729605013;0,9802489;0,836520394;0,997783387;0,870733955;0,928166789;1
2001;Adipose Tissue, Brown;0,84375;0,005797724;0,011516315;0,990792045;0,91520632;0,951493702;0,953211712;0,930787732;0,941849281;0,99864671;0,922418396;0,956775821;1
2006;Brucellosis;0,837545727;0,630807765;0,71962283;0,999870744;0,849179545;0,918369267;0,809711412;0,986572331;0,889425895;0,997574501;0,805376147;0,889710635;1
2007;Brucellosis, Bovine;0,25;0,001221001;0,002430134;0,995823446;0,931600377;0,962606223;0,787800888;0,998550123;0,880684232;0,998933312;0,90314295;0,947605059;1
2011;Brunner Glands;0,56;0,035264484;0,066350711;0,98581952;0,921161927;0,952366641;0,76494622;0,995525288;0,864488217;0,99;0,874519231;0,927472403;1
2012;Bruxism;0,783505155;0,418041804;0,545193687;0,985533332;0,757490224;0,85644145;0,750329559;0,994808684;0,855384047;0,991576216;0,834638631;0,905369268;1
2027;Bufotenin;0,558139535;0,206896552;0,301886792;0,971921182;0,676832803;0,797300948;0,76098345;0,995213675;0,86153214;1;0,884015152;0,936392364;1
2030;Bulbourethral Glands;0,598130841;0,177285319;0,273504274;0,973266552;0,816297246;0,887629517;0,758456845;0,994393241;0,860077371;1;0,846741742;0,914115702;1
2032;Bulimia;0,631960693;0,622493662;0,627191455;0,998351115;0,939469344;0,968011962;0,951628127;0,971401543;0,961408794;0,995023644;0,895897895;0,942026396;1
2036;Bundle of His;0,53343949;0,109049479;0,181081081;0,995800114;0,858229327;0,921899015;0,909489922;0,992004763;0,948934179;0,998071886;0,924150484;0,958754298;1
2037;Bundle-Branch Block;0,801886792;0,090056001;0,161926793;0,967394199;0,749053497;0,844299371;0,834428615;0,991220819;0,906068429;0,99502761;0,876825053;0,930026237;1
2038;Bungarotoxins;0,925925926;0,008686588;0,017211704;0,992703558;0,918869217;0,954354224;0,933675524;0,970621459;0,951775783;0,997362741;0,929453065;0,961257294;1
2044;Bunyaviridae Infections;0;0;0;0,984173713;0,898013552;0,93888421;0,901966602;0,99228901;0,944474463;0,995;0,895894309;0,940120321;1
2051;Burkitt Lymphoma;0,81061693;0,132442569;0,227684868;0,950343972;0,784639909;0,85807389;0,892654255;0,965242638;0,927512536;0,994868957;0,890378801;0,938949904;1
2054;Burning Mouth Syndrome;0,900311526;0,544256121;0,678403756;0,967976241;0,923513555;0,945043797;0,820931906;0,992014824;0,898171789;1;0,835562078;0,908437823;1
2055;Burnout, Professional;1;0,000770713;0,001540239;0,847144629;0,864046756;0,855501821;0,867205348;0,997664596;0,927857942;0,986944448;0,768450747;0,861457865;1
2056;Burns;0,312995829;0,3827;0,344355963;0,999176891;0,752260218;0,858303581;0,804915335;0,983081913;0,885116554;0,998753581;0,884409167;0,937131934;1
2057;Burns, Chemical;0,636363636;0,001437667;0,002868852;0,999468424;0,67512396;0,805866244;0,764212194;0,985635622;0,860857933;0,997597301;0,827551713;0,90290392;1
2058;Burns, Electric;1;0,001088732;0,002175095;0,989708094;0,749170658;0,85274464;0,723062102;0,987078217;0,834623827;0,997058611;0,839838006;0,910409732;1
2059;Burns, Inhalation;0,444444444;0,004530011;0,00896861;0,99650459;0,86520164;0,926171617;0,736713605;0,995659825;0,846541902;0,992856986;0,875783155;0,928161595;1
2060;Bursa of Fabricius;0,778492647;0,357233235;0,489736918;0,995850735;0,809458114;0,892879719;0,851455293;0,992891563;0,916715517;0,999316507;0,933377409;0,964375651;1
2061;Bursa, Synovial;0,666666667;0,005780347;0,011461318;0,989894476;0,765090282;0,86276636;0,774413768;0,988680364;0,868345265;0,996682555;0,835620428;0,904525376;1
2062;Bursitis;0,714382632;0,481701738;0,575409836;0,992595387;0,68474133;0,810226485;0,738601471;0,990960212;0,846278195;0,991971609;0,825358474;0,898142229;1
2081;Buttocks;0,299818841;0,090437158;0,138958858;0,997304965;0,541875955;0,702128631;0,730788894;0,970653766;0,833781601;0,992121613;0,770156128;0,863337361;1
2095;Byssinosis;0,721040189;0,536971831;0,615539859;0,998151472;0,861938629;0,924783676;0,765416997;0,995705535;0,865163279;1;0,906112782;0,949514903;1
2100;Cachexia;0,637347767;0,614080834;0,625498008;0,943668258;0,772687345;0,849598354;0,913414915;0,882317782;0,897396865;0,990288384;0,810343677;0,889515379;1
2102;Cadaver;0,280037731;0,2375;0,257020724;0,986520894;0,604881678;0,749921364;0,814156552;0,95872166;0,880537629;0,997954962;0,895895833;0,942203146;1
2105;Cadmium Poisoning;0,921686747;0,103728814;0,186471664;0,99112277;0,895203318;0,940628883;0,80812159;0,994002704;0,891335588;0,997329888;0,922468579;0,957670861;1
2111;Calcaneus;0,701729107;0,430973451;0,533991228;0,984606815;0,828443879;0,899780365;0,933589051;0,983960577;0,958096342;0,992821705;0,85204434;0,914743235;1
2114;Calcinosis;0,398785425;0,0788;0,131596526;0,741428329;0,934348179;0,826776252;0,802640104;0,974785138;0,880364631;0,998486774;0,894799167;0,94330231;1
2115;Calciphylaxis;0,864864865;0,736842105;0,795737123;0,991873629;0,799528072;0,884967078;0,685483157;0,99950495;0,813130881;0,998059341;0,793347905;0,879891032;1
2128;Calcium Metabolism Disorders;0,442857143;0,022611233;0,043025677;0,753148285;0,940076658;0,836138695;0,754707061;0,967068956;0,847682295;0,998214931;0,847600148;0,914890719;1
2137;Calculi;0,138865605;0,202073592;0,164610416;0,740619161;0,887144309;0,807258921;0,788346614;0,947798539;0,860718644;0,998638362;0,840130637;0,910915081;1
2145;Callosities;0,402684564;0,133333333;0,20033389;0,809482742;0,771745328;0,782366351;0,728871341;0,97682363;0,834662002;0,998717949;0,756111111;0,851644089;1
2146;Bony Callus;0,425925926;0,014084507;0,027267338;0,981374496;0,924222795;0,951921877;0,949844422;0,968352224;0,958956744;0,995104356;0,899004132;0,943630639;1
2169;Campylobacter Infections;0,914634146;0,044466403;0,084809649;0,996843144;0,915042601;0,954160206;0,878824083;0,991388815;0,931661803;0,99519926;0,907303442;0,948381589;1
2177;Candidiasis;0,38380788;0,2669;0,314851952;0,987073071;0,7121359;0,827350741;0,81205471;0,984964585;0,890185815;0,998536958;0,9302525;0,962343876;1
2178;Candidiasis, Chronic Mucocutaneous;0,72;0,047745358;0,089552239;0,990210105;0,850703177;0,91497115;0,703372113;0,994811184;0,823597201;0,998571429;0,869871977;0,923316038;1
2179;Candidiasis, Cutaneous;0,333333333;0,000829187;0,00165426;0,988804697;0,673372416;0,800983086;0,728061894;0,984885487;0,837133834;0,998795412;0,829683747;0,903925339;1
2180;Candidiasis, Oral;0,6;0,004908645;0,009737625;0,982388485;0,786261546;0,873425968;0,799653303;0,992079677;0,885489823;0,997538979;0,846466046;0,914291037;1
2181;Candidiasis, Vulvovaginal;0,928571429;0,004800591;0,0095518;0,993343854;0,742533286;0,849476069;0,776346844;0,99362915;0,871588431;0,999570869;0,883135331;0,935500957;1
2189;Marijuana Abuse;0,7125;0,019447288;0,037861176;0,990010105;0,878996179;0,931187503;0,928583239;0,923208116;0,925857336;0,985961538;0,815425893;0,889286459;1
2190;Cannibalism;0,539192399;0,579081633;0,558425584;0,992121163;0,759281069;0,860056962;0,915139682;0,882147308;0,897954522;0,99717806;0,763429487;0,855068449;1
2194;Capgras Syndrome;0,723756906;0,343832021;0,466192171;0,990445257;0,94061307;0,964825047;0,701910245;1;0,824341764;0,99718254;0,886747638;0,933055263;1
2205;Caplan's Syndrome;0,703703704;0,425373134;0,530232558;0,992416345;0,810520316;0,891780066;0,726095119;0,964310722;0,826158655;1;0,836978022;0,907205135;1
2239;Carbohydrate Metabolism, Inborn Errors;0;0;0;0,706491767;0,858171949;0,774910357;0,751175963;0,974384373;0,848271584;0,999548738;0,895932582;0,943883532;1
2249;Carbon Monoxide Poisoning;0,951192457;0,427361077;0,589752407;0,995624404;0,803911047;0,88950576;0,756902221;0,985374993;0,856124846;0,998705431;0,886951228;0,937971433;1
2252;Carbon Tetrachloride Poisoning;0,96996997;0,075414429;0,139948007;0,970371018;0,833007816;0,896398502;0,818006312;0,98932839;0,895521701;0,996312881;0,914403216;0,953008741;1
2275;Carcinoid Heart Disease;0,760869565;0,627240143;0,68762279;0,993178587;0,921798914;0,956024929;0,715226746;0,98837135;0,829474237;0,998214286;0,858730159;0,921549726;1
2276;Carcinoid Tumor;0,864392679;0,238275427;0,373573034;0,987553721;0,850862872;0,914113553;0,820084419;0,983608409;0,894408272;0,990872534;0,872495422;0,926856864;1
2277;Carcinoma;0,03293847;0,607;0,062486167;0,955075251;0,848131971;0,8984254;0,863613802;0,95830628;0,908493608;0,994285822;0,9450425;0,968512276;1
2278;Carcinoma in Situ;0,537179301;0,3706;0,438605835;0,952288875;0,853133588;0,89997014;0,947919338;0,969972793;0,958810595;0,987942143;0,94182;0,963752675;1
2279;Carcinoma 256, Walker;0;0;0;0,967945487;0,684679575;0,80157023;0,801712232;0,992535938;0,886926121;0,999594548;0,925110865;0,960158254;1
2280;Carcinoma, Basal Cell;0,627906977;0,0054;0,010707912;0,974889809;0,750282387;0,847941043;0,814489996;0,988897015;0,893249309;0,9954536;0,897951667;0,943543385;1
2281;Carcinoma, Basosquamous;0,5;0,002645503;0,005263158;0,949241752;0,743898668;0,833326764;0,736420292;0,991876088;0,844777789;0,987321429;0,888541963;0,933698095;1
2282;Adenocarcinoma, Bronchiolo-Alveolar;1;0,000473485;0,000946522;0,951136187;0,846114654;0,89551124;0,789176565;0,973053216;0,87134422;0,990267409;0,851930737;0,914327985;1
2283;Carcinoma, Bronchogenic;0,692307692;0,001162941;0,002321981;0,960652063;0,765484473;0,851942176;0,790073241;0,968904706;0,870378379;0,996746229;0,895938208;0,943116925;1
2284;Carcinoma, Brown-Pearce;0;0;0;0,79588353;0,837865412;0,7888192;0,753631185;0,97058041;0,847801761;1;0,851827957;0,915890345;1
2285;Carcinoma, Intraductal, Noninfiltrating;0;0;0;0,96911454;0,908182478;0,937532767;0,955990657;0,956611171;0,95628646;0,989937803;0,926221083;0,956749521;1
2286;Carcinoma, Ehrlich Tumor;0;0;0;0,96200847;0,727859532;0,826091311;0,85345891;0,989623943;0,916506147;0,999853;0,939900833;0,968673693;1
2287;Carcinoma, Krebs 2;1;0,002141328;0,004273504;0,964905372;0,662380405;0,785018572;0,753779853;0,994769138;0,857354104;1;0,928973173;0,961712428;1
2288;Adenocarcinoma, Mucinous;0,535714286;0,002512142;0,005000833;0,950842935;0,862586219;0,904557278;0,898953533;0,977797227;0,936702224;0,988062041;0,878461375;0,92934081;1
2289;Carcinoma, Non-Small-Cell Lung;0;0;0;0,969819711;0,94837107;0,958809976;0,972649904;0,898294568;0,933987269;0,993124422;0,909894167;0,948038855;1
2291;Carcinoma, Papillary;0,521276596;0,0049;0,009708738;0,979263382;0,884133655;0,929258928;0,956507716;0,96276433;0,9596163;0,988423891;0,904691667;0,943576957;1
2292;Carcinoma, Renal Cell;0,692307692;0,0072;0,014251781;0,974399744;0,92349532;0,948258278;0,950765792;0,935094691;0,942853493;0,993091491;0,945080833;0,967689778;1
2293;Adenocarcinoma, Scirrhous;1;0,002320186;0,00462963;0,951177222;0,788757953;0,860718936;0,751258675;0,992579355;0,855138033;0,995896588;0,944565653;0,96917332;1
2294;Carcinoma, Squamous Cell;0,129943503;0,0023;0,004519996;0,958963057;0,823568987;0,886106505;0,847022552;0,970016419;0,904340654;0,995452065;0,928983333;0,960187121;1
2295;Carcinoma, Transitional Cell;0,583333333;0,0014;0,002793296;0,973517551;0,913010984;0,942282297;0,931233592;0,980774378;0,955351374;0,996988812;0,968158333;0,982059184;1
2296;Carcinosarcoma;0,589285714;0,597650514;0,593438639;0,936812869;0,836820314;0,883936701;0,782781439;0,962248966;0,863184156;0,986446567;0,856141013;0,916150828;1
2303;Cardiac Output, Low;0,130434783;0,000604595;0,001203611;0,957495143;0,898001718;0,926759237;0,934331423;0,895869263;0,914667542;0,981730697;0,867504234;0,919651432;1
2305;Cardiac Tamponade;0,719303604;0,523449655;0,605943651;0,97787604;0,809218949;0,885535555;0,752318301;0,993410865;0,856201173;0,992360676;0,861784297;0,921056546;1
2310;Cardiomyopathy, Alcoholic;1;0,00619195;0,012307692;0,981954658;0,898208714;0,938164469;0,729842936;0,991642749;0,84028062;0,997590492;0,836328526;0,907133549;1
2311;Cardiomyopathy, Dilated;0,857142857;0,009;0,017812964;0,971731734;0,930926578;0,950888772;0,964438157;0,914676921;0,938881426;0,987572092;0,864395;0,919666738;1
2312;Cardiomyopathy, Hypertrophic;0,93129771;0,012927837;0,025501672;0,982405326;0,849525269;0,911115539;0,917770296;0,981290341;0,948466796;0,993872362;0,872150411;0,927544773;1
2318;Cardiovascular Diseases;0,222806648;0,1059;0,143564021;0,787961891;0,870550638;0,827177702;0,776442199;0,968731934;0,861987876;0,997637744;0,9050875;0,948652634;1
2321;Career Choice;0,791593695;0,0452;0,08551698;0,867773688;0,807418719;0,836462467;0,817882607;0,996813755;0,898519515;0,992036534;0,813660833;0,892323618;1
2339;Carotid Arteries;0,149722415;0,0863;0,109489977;0,781320853;0,917105455;0,843745947;0,831527606;0,979270305;0,89936137;0,998377234;0,931416667;0,963258665;1
2340;Carotid Artery Diseases;0,733333333;0,0011;0,002196705;0,98995023;0,836726165;0,906905002;0,840137232;0,984289545;0,906512122;0,997034971;0,9355225;0,963881186;1
2341;Carotid Artery Thrombosis;0,830917874;0,064371257;0,119485933;0,981307433;0,809209401;0,886861529;0,779514635;0,985944194;0,870648061;0,996519735;0,874630495;0,930226719;1
2342;Carotid Artery, External;0,222222222;0,001028807;0,002048131;0,971739845;0,79328775;0,873242861;0,796458935;0,980036747;0,87870321;0,992332345;0,873835272;0,927447762;1
2343;Carotid Artery, Internal;0,47826087;0,0011;0,002194952;0,98919337;0,878930662;0,930804955;0,913145455;0,979531144;0,945157099;0,993482957;0,927416667;0,958094146;1
2345;Carotid Body Tumor;0,842900302;0,219512195;0,348314607;0,9858809;0,888968998;0,934885437;0,720510423;0,992714618;0,834844721;0,999351905;0,90840812;0,951081653;1
2348;Carpal Bones;0,634586466;0,093923882;0,163629314;0,979255706;0,840334607;0,904405552;0,839530502;0,98798371;0,907661713;0,990871506;0,904422459;0,944981249;1
2349;Carpal Tunnel Syndrome;0,87081448;0,672196996;0,758722649;0,99339094;0,883799186;0,935384905;0,838457895;0,990857908;0,908271385;0,997323123;0,882161864;0,935380345;1
2350;Carpus, Animal;0;0;0;0,990094409;0,887324699;0,93572185;0,961338549;0,926547117;0,943394944;0,998863636;0,868395005;0,92232223;1
2356;Cartilage;0,178612866;0,5542;0,270156966;0,797942753;0,911015683;0,849823626;0,854773716;0,980198575;0,913192753;0,999661318;0,9477125;0,972868591;1
2357;Cartilage Diseases;0,555555556;0,005065856;0,010040161;0,988570453;0,59067305;0,739378114;0,774145793;0,984260472;0,866605888;0,992269639;0,806119613;0,886632012;1
2358;Cartilage, Articular;0,512820513;0,002;0,003984461;0,987507603;0,823601135;0,898130297;0,896913618;0,988616427;0,940521751;0,997538034;0,94307;0,968801315;1
2364;Caseins;0,768901569;0,0539;0,100738249;0,968637399;0,699865443;0,812336633;0,865547124;0,975056763;0,917037438;0,998631862;0,930556667;0,962667337;1
2371;Cat Diseases;0,5;0,0001;0,00019996;0,99033134;0,916638646;0,952058567;0,801414646;0,981720244;0,882439733;0,998207675;0,937544167;0,966248646;1
2372;Cat-Scratch Disease;0,893203883;0,356129032;0,509225092;0,991244286;0,870056945;0,926604658;0,733822722;0,993572499;0,844108756;0,997383765;0,879413978;0,934104981;1
2375;Catalepsy;0,756297919;0,657932349;0,703694268;0,995395978;0,784275761;0,877272816;0,940522999;0,973179515;0,95653221;0,994904841;0,921871692;0,956266776;1
2385;Cataplexy;0,49682338;0,682373473;0,575;0,995211961;0,862848205;0,924110886;0,818423305;0,99141253;0,895839332;0,99784082;0,819955233;0,898091502;1
2388;Catastrophic Illness;0,294736842;0,03988604;0,070263488;0,946643048;0,732390704;0,82548431;0,699245323;0,986655766;0,818340294;0,997465607;0,767833669;0,863201431;1
2389;Catatonia;0,755121951;0,478664193;0,585919758;0,994336479;0,696813625;0,819285987;0,719372821;0,983591515;0,830887208;0,997832514;0,794687626;0,88258471;1
2399;Catharsis;0,26984127;0,324840764;0,294797688;0,979985906;0,609805564;0,748924281;0,661386809;0,983414158;0,790368423;1;0,832083333;0,904881883;1
2416;Cattell Personality Factor Questionnaire;0;0;0;0,994187364;0,831107866;0,904829463;0,727497941;0,990432016;0,837042974;1;0,871862745;0,92915158;1
2418;Cattle Diseases;0,333333333;0,0006;0,001197844;0,987346833;0,849505328;0,913245523;0,852482247;0,986445835;0,914577361;0,998546887;0,951211667;0,97364409;1
2422;Causalgia;0,477453581;0,385438972;0,426540284;0,973384028;0,816174086;0,887696096;0,731784853;0,997406407;0,844008678;0,996582903;0,877775208;0,931087555;1
2429;Cecal Diseases;1;0,000610501;0,001220256;0,967585597;0,561883135;0,699827067;0,740259023;0,969536773;0,839475035;0,993405975;0,855003783;0,917964434;1
2430;Cecal Neoplasms;1;0,001011122;0,002020202;0,753399024;0,830543761;0,779794641;0,718138727;0,965978707;0,823738488;0,994450387;0,856779179;0,919541662;1
2446;Celiac Disease;0,819111709;0,3043;0,443747721;0,997301943;0,706054401;0,82673207;0,834413501;0,992032746;0,906415454;0,997829595;0,918246667;0,955928543;1
2447;Celiac Plexus;0,775193798;0,37593985;0,506329114;0,999444444;0,689936678;0,816260413;0,735452217;0,984814562;0,841909206;0,997961522;0,857617352;0,921521193;1
2460;Cell Line;0,026043989;0,146;0,04420291;0,91055194;0,875253467;0,892525109;0,898257735;0,992439032;0,942993275;0,999381777;0,986460833;0,992843864;1
2461;Cell Line, Transformed;0,201298701;0,0031;0,006105968;0,882438331;0,947880214;0,9139543;0,922252396;0,927398191;0,924809867;0,983271931;0,971381667;0,976714752;1
2462;Cell Membrane;0,040379302;0,0643;0,049606542;0,943798512;0,717908641;0,815227767;0,877162336;0,988829236;0,929649023;0,998627483;0,9700825;0,983907005;1
2466;Cell Nucleolus;0,851851852;0,005411128;0,010753945;0,775788486;0,900420688;0,833461803;0,86822605;0,969978935;0,916277312;0,99712433;0,911260023;0,951633806;1
2467;Cell Nucleus;0,088846881;0,0141;0,02433762;0,932896573;0,711277211;0,807142783;0,877794092;0,977999957;0,92517922;0,999327408;0,959571667;0,978794134;1
2471;Cell Transformation, Neoplastic;1;0,0001;0,00019998;0,878345362;0,848894945;0,863289195;0,902280833;0,944695366;0,922992418;0,998171368;0,9626475;0,979736103;1
2472;Cell Transformation, Viral;1;0,0001;0,00019998;0,913428805;0,895327465;0,90428008;0,943618036;0,959000889;0,951235874;0,998665948;0,985363333;0,991906735;1
2473;Cell Wall;0,520421783;0,3899;0,445803796;0,978019423;0,669003181;0,794448473;0,873222803;0,982193298;0,92450483;0,999526785;0,956315;0,977207136;1
2474;Cell-Free System;0,466782458;0,1075;0,174754125;0,950868063;0,553004593;0,699182607;0,87560472;0,984110443;0,926678541;0,999580037;0,963740833;0,980853357;1
2477;Cells;0,003055195;0,451820128;0,006069349;0,874380373;0,714381659;0,786271454;0,753233491;0,942996434;0,837483019;0,994204005;0,761986154;0,86064566;1
2478;Cells, Cultured;0,025800577;0,017;0,020495509;0,902517821;0,788128195;0,841293489;0,865448629;0,990699623;0,923829787;0,998686079;0,9757275;0,986989329;1
2479;Inclusion Bodies;0,372121212;0,1228;0,184661654;0,728201319;0,928667865;0,816296535;0,850175683;0,967601784;0,905088562;0,997467757;0,905771667;0,948565298;1
2485;Cementoma;0,568181818;0,262237762;0,358851675;0,91901648;0,645788893;0,747176261;0,682297967;0,99264357;0,808332522;0,993;0,777216749;0,867948073;1
2493;Central Nervous System Diseases;0,336769759;0,0098;0,019045768;0,773836852;0,861951202;0,815513244;0,782337416;0,948852697;0,857573429;0,999029104;0,909179167;0,951258603;1
2494;Central Nervous System Infections;0,18115942;0,139925373;0,157894737;0,933753213;0,768214137;0,842556517;0,87016458;0,929197844;0,898389311;0,987600402;0,740296296;0,842940711;1
2502;Centrioles;0,473275024;0,55912744;0,512631579;0,925525085;0,854271255;0,883512054;0,954810709;0,93278153;0,94357993;0,99480655;0,91436442;0,952460997;1
2503;Centromere;0,509509957;0,478763667;0,493658537;0,991658394;0,858733456;0,920414941;0,95422199;0,947051207;0,950614456;0,992787058;0,912169339;0,950056302;1
2524;Cerebellar Ataxia;0,500404531;0,40557377;0,448026078;0,983480671;0,828072023;0,899008125;0,777188469;0,987746833;0,869846583;0,99703379;0,874942623;0,93071172;1
2526;Cerebellar Diseases;0,633333333;0,007726718;0,015267176;0,988655476;0,735960413;0,84376435;0,762049386;0,97807645;0,856640021;0,997878224;0,824538454;0,901304344;1
2527;Myoclonic Cerebellar Dyssynergia;0,333333333;0,045751634;0,08045977;0,989858793;0,819652314;0,895541591;0,716863585;0,992458299;0,831237481;1;0,842083333;0,909485174;1
2528;Cerebellar Neoplasms;0,956521739;0,003356729;0,00668998;0,974191674;0,733831342;0,837080725;0,824498879;0,976244384;0,893966092;0,988661873;0,829154101;0,899513511;1
2529;Cerebellar Nuclei;0,494318182;0,260813704;0,341463415;0,958609337;0,880171261;0,917620924;0,960160339;0,950198145;0,955131596;0,99519882;0,915684429;0,953072318;1
2532;Intracranial Aneurysm;0,66614786;0,0856;0,151705804;0,989393176;0,845939706;0,912057258;0,841193585;0,990700745;0,90984094;0,995976137;0,94592;0,969175632;1
2534;Hypoxia, Brain;0,344827586;0,00171556;0,003414135;0,957078517;0,78459697;0,862275227;0,875711143;0,962524235;0,917033304;0,99336528;0,849900885;0,915162889;1
2536;Cerebral Arteries;0,44137481;0,2029;0,278002329;0,983558072;0,827821936;0,898978364;0,911230981;0,978806909;0,943803857;0,996499513;0,934921667;0,964051179;1
2537;Intracranial Arteriosclerosis;1;0,000205381;0,000410678;0,741130473;0,917639845;0,819971726;0,785449324;0,981409844;0,872540526;0,995835819;0,855526898;0,918408881;1
2538;Intracranial Arteriovenous Malformations;0,860294118;0,038613861;0,073910297;0,98232617;0,811601301;0,888793696;0,933349191;0,981109572;0,95661839;0,990199847;0,896850477;0,938669444;1
2539;Cerebral Arterial Diseases;0,666666667;0,000971345;0,001939864;0,96894101;0,740243872;0,839212148;0,761376086;0,975097075;0,855049832;0,995470116;0,876810832;0,931061728;1
2540;Cerebral Cortex;0,11691487;0,2104;0,150307187;0,959011377;0,768112678;0,852994579;0,883016181;0,967642897;0,923387534;0,994459345;0,9467075;0,96960901;1
2542;Intracranial Embolism and Thrombosis;0;0;0;0,768590757;0,919015873;0,837061643;0,808703663;0,981911802;0,886918496;0,997281649;0,921417139;0,957486395;1
2543;Cerebral Hemorrhage;0,358823529;0,0549;0,095229835;0,733285523;0,927143949;0,818892242;0,816307025;0,981004863;0,891103406;0,998910449;0,907720833;0,949453222;1
2545;Brain Ischemia;0,363857374;0,0449;0,079935909;0,966949977;0,862759617;0,911824047;0,935478859;0,968055072;0,951466491;0,995467345;0,944490833;0,968596505;1
2546;Ischemic Attack, Transient;0,6;0,0003;0,0005997;0,981271367;0,791021121;0,875900721;0,886119455;0,989056079;0,93475362;0,996459559;0,9395025;0,96593239;1
2549;Diffuse Cerebral Sclerosis of Schilder;1;0,000459137;0,000917852;0,8715209;0,56940707;0,659447551;0,760451642;0,981058858;0,856699565;0,998535362;0,887825828;0,938398794;1
2550;Cerebral Veins;0,444155844;0,070895522;0,122273865;0,957207517;0,871634974;0,912233783;0,938397449;0,912059936;0,924956045;0,990479156;0,866319981;0,922585425;1
2551;Cerebral Ventricle Neoplasms;0;0;0;0,979825496;0,670476841;0,795909807;0,761682145;0,984385209;0,858805146;0,993868512;0,861055643;0,918802335;1
2552;Cerebral Ventricles;0,363825364;0,035;0,06385696;0,952575094;0,611338004;0,74472218;0,845938769;0,985841562;0,910538474;0,999124068;0,9449;0,970762299;1
2558;Cerebrospinal Fluid Otorrhea;0,811111111;0,085680751;0,154989384;0,988495949;0,73982753;0,846078003;0,779998115;0,993392333;0,873587384;0,993262656;0,853656635;0,915120217;1
2559;Cerebrospinal Fluid Rhinorrhea;0,8;0,168865435;0,278867102;0,997447521;0,729792756;0,842816629;0,764733323;0,993335945;0,864152594;0,997341937;0,88481876;0,935629378;1
